id.resp_p,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,flow_duration
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.038423
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.969466
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.950179
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.047288
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.911588
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.09472
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.098929
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.09268
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.064581
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.083967
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.968878
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.922717
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.052456
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.897988
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.075677
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.89725
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.933631
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.907554
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.929395
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.028281
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.099096
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.98821
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.125743
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.074138
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.096686
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.984844
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.086841
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.983325
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.080402
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.068661
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.964128
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.975608
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.783246
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.004644
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.041896
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.176053
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.085947
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.851752
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.06554
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.089886
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.161187
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.106785
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.821568
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.010505
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.111014
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.936792
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.943061
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.104615
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.185541
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.014301
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.007904
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.975681
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.086663
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.039418
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,31.969656
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.941371
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.958635
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.909629
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.989669
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.945694
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.914567
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.869904
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.168209
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.023608
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.928478
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,74,8.222222,12.852799,0,21,30,6.0,8.689074,0,33,104,7.428571,11.229866,32.050242
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.9197
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.064946
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.873347
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.883792
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.210412
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.99698
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.968343
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.050057
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.075269
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.986301
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.995946
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.028185
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.157571
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.14768
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.946658
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.076896
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.097073
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.090378
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.953258
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.003411
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.982062
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.992867
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.064821
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.131197
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.911304
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.09324
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.987711
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.019223
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.07278
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.032774
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.082978
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.980454
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.074427
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.046476
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.913333
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.988905
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.126428
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.101523
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.062451
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.930921
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.08266
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.971038
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.075514
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.058522
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.998725
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.970638
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.07681
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.973139
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.916669
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.053524
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,31.909649
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.099943
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.09762
1883,9,5,3,3,0.555556,296,32,40,168,32,40,0,2,1,3,3,13,0,33,76,8.444444,13.115936,0,23,32,6.4,9.555103,0,33,108,7.714286,11.618477,32.009578
